Transaction_ID;Fecha_Venta;Cliente_Nombre;Ciudad_Origen;Categoria_Producto;Unidades_Vendidas;Precio_Unitario_USD;Descuento_Aplicado
TXN-14325;2024/10/04;Bio Health;Barranquilla;Mobiliario;53;36.67;0.19
TXN-14326;2024/03/16;Acme SAS;Bucaramanga;Oficina;81;1202.48;0.11
TXN-14327;2024/03/09;Edu Corp;Barranquilla;Software;26;459.72;0.12
tx_ 14328;02-04-2026;Tech Corp;cali;Oficin ;-27;1369,24;N/A
TXN-14329;2024/11/03;Tech Corp;Bogotá;Electrónica;90;612.84;0.12
TXN-14330;2024/02/12;Neo Systems;Medellín;Electrónica;88;899.59;0.03
TXN-14331;2026/01/28;Acme SAS;Medellín;Mobiliario;60;1311.6;0.12
TXN-14332;2024/06/27;Eco Group;Barranquilla;Servicios;80;476.4;0.05
TXN-14333;2026/10/02;Neo Systems;Bucaramanga;Software;61;877.64;0.25
TXN-14334;2026/06/01;Eco Group;Bogotá;Oficina;63;1254.2;0.03
TXN-14335;2026/11/12;Acme SAS;Barranquilla;Mobiliario;60;333.94;0.17
TXN-14336;2024/12/27;Bio Health;Bucaramanga;Servicios;55;1200.58;0.24
TXN-14337;2026/08/02;Eco Group;Bucaramanga;Mobiliario;93;904.35;0.23
TXN-14338;2026/04/29;Global Trade;Bucaramanga;Servicios;34;91.62;0.04
TXN-14339;2024/11/09;Global Trade;Bucaramanga;Servicios;94;804.42;0.28
TXN-14340;2024/02/16;Global Trade;Cali;Electrónica;73;1020.42;0.24
TXN-14341;2026/09/04;Eco Group;Medellín;Oficina;52;832.75;0.25
TXN-14342;2026/02/04;Bio Health;Bogotá;Software;38;958.42;0.09
TXN-14343;2026/04/29;Global Trade;Bucaramanga;Mobiliario;73;574.34;0.19
TXN-14344;20-08-2024;Global Trade;Bucaramanga;Oficin ;56;833.15;0.09
tx_ 14345;2026/02/20;tech corp;Barranquilla; Servicios ;90;268.68;0.2
TXN-14346;2026/12/16;Neo Systems;Cali;Oficina;82;1080.72;0.26
TXN-14347;2024/07/17;Acme SAS;Medellín;Oficina;71;550.22;0.26
TXN-14348;2026/04/04;Eco Group;Barranquilla;Software;58;195.26;0.16
TXN-14349;2026/12/12;Tech Corp;Bogotá;Oficina;51;317.0;0.18
TXN-14350;;Global Trade;BGA;Mobiliario;46;1214.6;0.03
TXN-14351;2025/06/04;Tech Corp;Cali;Electrónica;88;1197.57;0.06
TXN-14352;2025/05/18;Tech Corp;Bogotá;Mobiliario;47;431.1;0.19
TXN-14353;2024/01/30;Eco Group;Cali;Oficina;75;930.63;0.01
TXN-14354;2024/03/03;Global Trade;Bogotá;Software;56;901.81;0.29
TXN-14355;2024/09/04;Global Trade;Bogotá;Servicios;59;620.4;0.14
TXN-14356;2025/08/08;Bio Health;Cali;Electrónica;71;347.12;0.11
TXN-14357;2024/11/24;Eco Group;Bucaramanga;Electrónica;96;776.55;0.21
TXN-14358;2026/05/06;Global Trade;Bogotá;Software;22;1056.37;0.0
TXN-14359;2024/09/06;Eco Group;Cali;Servicios;4;149.16;0.23
TXN-14360;2025/06/17;Global Trade;Bogotá;Oficina;61;709.72;0.11
TXN-14361;2024/08/28;Tech Corp;Barranquilla;Servicios;9;503.02;0.26
TXN-14362;2024/08/27;Bio Health;Medellín;Servicios;92;177.02;0.08
TXN-14363;2026/05/11;Bio Health;Bucaramanga;Electrónica;71;112.97;0.06
TXN-14364;2024/10/03;Eco Group;Cali;Electrónica;88;281.28;0.21
TXN-14365;2026/03/28;Edu Corp;Bucaramanga;Servicios;46;1487.5;0.12
TXN-14366;2024/07/29;Global Trade;Barranquilla;Oficina;56;428.45;0.25
TXN-14367;2025/01/08;Edu Corp; Bogo-ta;Mobilia;65;733.53;0.17
TXN-14368;2025/07/09;Neo Systems;Cali;Electrónica;79;582.63;0.04
TXN-14369;2025/08/06;Edu Corp;Medellín;Servicios;96;520.99;0.06
TXN-14370;2025/06/07;Acme SAS;Bucaramanga;Electrónica;37;702.57;0.02
TXN-14371;2024/06/17;Tech Corp;Bogota ;Electrónica;55;249.76;0.28
TXN-14372;2024/06/21;Acme SAS;Cali;Oficina;29;102.85;0.09
TXN-14373;2026/01/12;Edu Corp;Medellín;Electrónica;14;174.22;0.2
TXN-14374;2024/04/30;Neo Systems;Bucaramanga;Software;46;282.54;0.11
TXN-14375;2024/08/25;Bio Health;Bogotá;Oficina;62;797.35;0.17
TXN-14376;2024/08/03;Bio Health;Barranquilla;Oficina;3;720.96;0.0
TXN-14377;2026/11/29;Edu Corp;Bucaramanga;Electrónica;32;1061.71;0.19
TXN-14378;2025/06/20;Eco Group;Bogotá;Software;38;1213.84;0.11
TXN-14379;2026/08/28;Bio Health;Barranquilla;Electrónica;33;362.14;0.02
TXN-14380;2025/11/21;Eco Group;Medellín;Software;9;271.65;0.01
TXN-14381;2026/11/05;Eco Group;Cali;Servicios;73;1187.03;0.26
tx_ 14382;2024/06/05;Neo Systems;Cali;Mobiliario;85;886.73;0.08
TXN-14383;2026/01/20;Eco Group;Bogotá;Software;13;738.97;0.2
TXN-14384;2026/01/31;Eco Group;Bogotá;Software;35;79.22;0.18
TXN-14385;2024/04/06;Eko Group;Bogotá;Mobilia;7;1095,1;0.03
TXN-14386;2025/05/16;Edu Corp;Bucaramanga;Oficina;73;910.8;0.26
TXN-14387;2026/03/21;Acme SAS;Bogotá;Oficina;78;1132.17;0.19
TXN-14388;2024/09/17;Neo Systems;Medellín;Servicios;89;970.14;0.05
TXN-14389;2024/05/01;Acme SAS;Bucaramanga;Oficina;82;272.12;0.17
TXN-14390;2025/01/05;Tech Corp;Medellín;Oficina;4;216.61;0.03
TXN-14391;2024/01/25;Global Trade;Bogotá;Electrónica;44;299.07;0.11
TXN-14392;2024/04/18;Tech Corp;Medellín;Software;7;738.18;0.18
TXN-14393;2024/10/26;Eco Group;Bucaramanga;Oficina;72;195.34;0.12
TXN-14394;2024/04/18;Eco Group;Medellín;Servicios;70;1343.42;0.12
TXN-14395;2024/02/18;Tech Corp;Barranquilla;Servicios;29;878.13;0.02
TXN-14396;2024/09/05;Neo Systems;Medellín;Servicios;99;949.71;0.17
TXN-14397;2024/08/26;Tech Corp;Medellín;Servicios;97;1389.27;0.2
TXN-14398;2026/04/20;Global Trade;Medellín;Software;4;544.86;0.25
TXN-14399;2024/10/31;Tech Corp;Medellín;Oficina;71;819.4;0.0
TXN-14400;2024/02/17;Global Trade;Bogotá;Electrónica;73;739.29;0.23
TXN-14401;2026/08/01;Acme SAS;Bucaramanga;Mobiliario;58;897.8;0.21
TXN-14402;2026/07/07;Edu Corp;Bogotá;Mobiliario;40;1048.67;0.25
TXN-14403;2026/07/17;Acme SAS;Bucaramanga;Oficina;64;1172.53;0.17
TXN-14404;2024/09/22;Neo Systems;Barranquilla;Electrónica;84;1263.77;0.0
TXN-14405;2025/10/31;Bio Health;Medellín;Oficina;81;1226.6;0.03
TXN-14406;2026/03/29;Edu Corp;Bucaramanga;Electrónica;20;226.32;0.3
TXN-14407;2024/02/28;Eco Group;Barranquilla;Servicios;43;503.02;0.14
TXN-14408;2024/01/07;Neo Systems;Barranquilla;Electrónica;32;1016.35;0.05
TXN-14409;2024/06/24;Eco Group;Bucaramanga;Mobiliario;82;1006.14;0.17
TXN-14410;2026/09/06;Eco Group;Medellín;Mobiliario;46;789.65;0.15
TXN-14411;2025/05/27;Neo Systems;Cali;Electrónica;63;78.54;0.17
TXN-14412;2026/06/06;Edu Corp;Cali;Mobiliario;91;392.99;0.21
TXN-14413;2025/12/12;Edu Corp;Bucaramanga;Servicios;21;1036.98;0.03
TXN-14414;2026/10/09;Neo Systems;Bogotá;Oficina;5;1226.27;0.2
TXN-14415;2024/06/17;Acme sas ;Bucaramanga;Sftware;3;1208.35;0.17
TXN-14416;2024/08/07;Eco Group;BGA;Software;10;897.1;0.11
TXN-14417;2026/01/01;Edu Corp;Bucaramanga;Software;1;585.52;0.23
TXN-14418;2026/04/28;N3o Systems;bogota;Software;16;1280.14;0.29
TXN-14419;;Neo Systems;Bogotá;Software;96;1035,53;0.3
TXN-14420;2025/12/17;Acme SAS;Barranquilla;Electrónica;63;764.58;0.24
TXN-14421;2025/06/10;Edu Corp;Bucaramanga;Electrónica;71;1366.14;0.02
TXN-14422;11-02-2026;tech corp;Medellin;Software;80;220,1;0.02
TXN-14423;2024/09/19;Eco Group;Cali;Oficina;88;1275.72;0.19
TXN-14424;2025/02/08;Neo Systems;Barranquilla;Mobiliario;85;457.14;0.16
TXN-14425;2024/08/28;Global Trade;Cali;Electrónica;28;533.86;0.27
TXN-14426;2026/12/20;Edu Corp;Bucaramanga;Electrónica;32;216.34;0.26
TXN-14427;2024/04/27;Bio Health;Medellín;Oficina;80;1331.57;0.29
TXN-14428;2025/02/02;Neo Systems;Medellín;Software;4;721.17;0.08
TXN-14429;2025/12/11;Bio Health;Bogotá;Servicios;24;790.89;0.12
TXN-14430;2025/11/07;Acme SAS;Medellín;Electrónica;82;1044.85;0.03
tx_ 14431;2025/08/06; Global trade;Bucaramanga;Mobiliario;-63;192.37;0.15
TXN-14432;2024/11/21;Acme SAS;Bucaramanga;Electrónica;32;221.7;0.08
TXN-14433;2025/07/18;Edu Corp;Bogotá;Oficina;36;638.25;0.29
TXN-14434;2026/06/08;Tech Corp;Medellín;Servicios;57;659.08;0.24
TXN-14435;2024/05/22;Acme SAS;Cali;Servicios;39;1196.75;0.06
TXN-14436;2024/11/02;Eco Group;Barranquilla;Mobiliario;44;1398.97;0.23
TXN-14437;2024/03/29;Neo Systems;Barranquilla;Software;48;788.56;0.1
tx_ 14438;2026/10/13;N3o Systems;medeLLin;Oficina;11;1407,58;0.17
TXN-14439;25-12-2025;Edu Corp;Bogotá; Servicios ;89;238.72;0.17
TXN-14440;2025/05/10;Acme SAS;Bogotá;Oficina;54;76.82;0.18
TXN-14441;2024/11/13;Bio Health;Bogotá;Mobiliario;63;1499.33;0.22
TXN-14442;2025/03/14;Eco Group;Barranquilla;Electrónica;61;410.51;0.28
TXN-14443;2024/12/15;Acme SAS;Barranquilla;Software;52;1166.78;0.25
TXN-14444;2024/09/08;Tech Corp;Bucaramanga;Servicios;59;1161.75;0.16
TXN-14445;2025/06/06;Acme SAS;Cali;Software;34;1018.06;0.14
TXN-14446;2025/03/17;Edu Corp;Medellín;Electrónica;94;131.62;0.25
TXN-14447;2024/10/24;Tech Corp;Barranquilla;Mobiliario;84;1243.98;0.22
TXN-14448;2025/11/07;Eco Group;Bucaramanga;Mobiliario;82;729.32;0.21
TXN-14449;10-04-2026;Bio Health; Bogo-ta;Oficina;34;514.43;0.3
TXN-14450;2025/07/22;Edu Corp;Bogotá;Mobiliario;45;714.15;0.05
TXN-14451;2025/06/27;Global Trade;Cali;Servicios;89;477.55;0.18
tx_ 14452;15-05-2026;Edu Corp;Medellín;Oficin ;94;1462.98;0.25
TXN-14453;2025/02/26;Eco Group;Barranquilla;Oficina;53;1211.47;0.05
TXN-14454;2025/05/17;Eco Group;Bucaramanga;Mobiliario;82;703.62;0.27
TXN-14455;2025/01/02;Tech Corp;Cali;Mobiliario;19;1272.88;0.01
TXN-14456;2026/04/10;Neo Systems;Medellín;Servicios;23;1238.57;0.12
TXN-14457;2025/11/01;Tech Corp;Bucaramanga;Oficina;3;902.4;0.02
TXN-14458;2025/08/18;Bio Health;Bucaramanga;Mobiliario;56;375.13;0.05
TXN-14459;2026/01/21;Global Trade;Medellín;Servicios;98;981.22;0.26
TXN-14460;2025/05/20;Acme SAS;Bogotá;Software;29;274.51;0.0
TXN-14461;2026/05/14;Edu Corp;Bucaramanga;Mobiliario;60;442.08;0.1
TXN-14462;2024/01/30;Acme SAS;Cali;Electrónica;2;172.36;0.04
TXN-14463;2025/06/29;Bio Health;Bucaramanga;Mobiliario;28;609.05;0.19
TXN-14464;2024/12/24;Eco Group;Bogotá;Oficina;73;1212.85;0.24
TXN-14465;2026/07/09;Acme SAS;Cali;Oficina;35;788.2;0.21
TXN-14466;2024/06/20;Acme SAS;Cali;Electrónica;46;1275.13;0.23
TXN-14467;2025/12/07;Acme SAS;Bogotá;Software;79;657.08;0.16
TXN-14468;2025/06/06;Edu Corp;Barranquilla;Mobiliario;61;1175.94;0.23
TXN-14469;2026/05/19;Global Trade;Bogotá;Mobiliario;46;647.7;0.15
TXN-14470;2024/06/17;Tech Corp;Cali;Servicios;34;773.39;0.16
TXN-14471;2026/04/19;Global Trade;Barranquilla;Software;48;707.37;0.21
TXN-14472;2025/03/17;Acme SAS;Bucaramanga;Software;86;299.25;0.06
TXN-14473;2024/11/16;Bio Health;Cali;Servicios;87;908.77;0.0
TXN-14474;2025/11/28;Eco Group;Cali;Software;79;713.19;0.18
TXN-14475;2026/03/30;Eco Group;Barranquilla;Mobiliario;22;323.14;0.2
TXN-14476;2026/03/29;Global Trade;Bucaramanga;Software;85;981.65;0.05
TXN-14477;2025/10/07;Tech Corp;Cali;Mobiliario;78;1316.08;0.18
TXN-14478;2025/12/23;Global Trade;Cali;Mobiliario;58;1497.74;0.11
TXN-14479;2026/08/24;Edu Corp;Barranquilla;Servicios;38;206.11;0.24
TXN-14480;2026/05/16;Neo Systems;Bogotá;Software;7;749.55;0.08
TXN-14481;2024/11/26;Global Trade;Bucaramanga;Software;16;1072.88;0.12
TXN-14482;2024/12/23;Neo Systems;Medellín;Software;62;1383.63;0.27
TXN-14483;2024/12/07;Acme SAS;Bogotá;Servicios;91;1038.9;0.02
TXN-14484;2024/06/01;Eco Group;Bucaramanga;Electrónica;88;504.18;0.09
TXN-14485;2025/11/08;Tech Corp;Cali;Servicios;82;313.72;0.26
TXN-14486;2026/12/21;Eco Group;Medellín;Oficina;13;192.47;0.24
TXN-14487;2024/02/02;Edu Corp;Cali;Electrónica;70;682.4;0.15
TXN-14488;2024/04/17;Tech Corp;Bogotá;Software;80;1377.0;0.16
TXN-14489;2026/11/10;Eco Group;Medellín;Servicios;29;779.15;0.05
TXN-14490;2025/07/08;Acme SAS;Medellín;Servicios;48;748.31;0.08
TXN-14491;2026/07/06;Eco Group;Bogotá;Mobiliario;78;213.96;0.02
TXN-14492;2025/08/22;Edu Corp;Bogotá;Software;99;1063.7;0.28
TXN-14493;2026/08/23;Edu Corp;Bucaramanga;Electrónica;9;421.23;0.09
TXN-14494;2024/10/18;Tech Corp;Medellín;Software;85;594.74;0.24
TXN-14495;2024/06/19;Global Trade;Bucaramanga;Software;68;1149.35;0.03
TXN-14496;2025/09/29;Bio Health;Bogotá;Electrónica;49;1185.29;0.24
TXN-14497;2026/01/15;Bio Health;Cali;Oficina;60;1153.29;0.15
TXN-14498;2026/09/29;Edu Corp;Medellín;Software;27;426.05;0.02
TXN-14499;2024/06/11;Bio-Health;Bucaramanga;Mobiliario;92;581.18;0.14
TXN-14500;2024/06/25;Neo Systems;Medellín;Electrónica;24;226.29;0.0
TXN-14501;2026/04/30;Global Trade;Medellin;Mobiliario;7;694.97;0.03
TXN-14502;2026/01/25;Global Trade;Bucaramanga;Servicios;47;760.02;0.24
TXN-14503;2026/07/08;Neo Systems;Bogotá;Software;55;1405.49;0.21
TXN-14504;2024/06/05;Edu Corp;Cali;Software;72;801.1;0.01
TXN-14505;2024/01/20;Bio Health;Bogotá;Oficina;66;638.48;0.13
TXN-14506;2025/12/09;Global Trade;Cali;Software;90;412.09;0.05
TXN-14507;2025/05/06;Global Trade;Bogotá;Oficina;62;962.75;0.3
TXN-14508;2024/10/22;Edu Corp;Barranquilla;Electrónica;33;801.93;0.28
TXN-14509;2025/03/13;Neo Systems;Bucaramanga;Mobiliario;27;1168.91;0.3
TXN-14510;2026/09/03;Eco Group;Bogotá;Oficina;20;395.6;0.04
TXN-14511;2025/10/15;Edu Corp;Bogotá;Oficina;33;623.55;0.18
TXN-14512;2025/11/04;Bio Health;Cali;Mobiliario;56;1384.19;0.14
TXN-14513;2024/01/05;Eco Group;Cali;Servicios;33;1226.76;0.22
TXN-14514;2026/04/13;Bio Health;Cali;Electrónica;73;750.4;0.25
TXN-14515;2024/01/06;Edu Corp;Cali;Oficina;61;360.84;0.15
TXN-14516;2025/01/31;Bio Health;Barranquilla;Mobiliario;45;1206.95;0.07
TXN-14517;2025/06/19;Tech Corp;Bucaramanga;Servicios;94;435.05;0.04
TXN-14518;2025/01/26;Bio Health;Bucaramanga;Electrónica;5;483.05;0.27
TXN-14519;2025/03/21;Neo Systems;Bucaramanga;Software;83;1047.62;0.21
TXN-14520;2024/04/30;Global Trade;Medellín;Software;6;768.52;0.01
TXN-14521;2025/02/07;EduCorp; Bogo-ta;Mobilia;38;1082.61;0.0
TXN-14522;2025/10/07;Eco Group;Barranquilla;Electrónica;6;358.57;0.09
TXN-14523;2025/06/16;Acme SAS;Cali;Electrónica;74;517.32;0.23
TXN-14524;2026/08/26;Neo Systems;Cali;Oficina;57;65.52;0.25
TXN-14525;2026/07/15;Edu Corp;Barranquilla;Software;74;257.93;0.29
tx_ 14526;2024/11/29;EduCorp;Barranqilla;Oficin ;95;1399.88;0.16
TXN-14527;19-09-2026;Bio Health;Medellin;Oficina;70;358.54;0.2
tx_ 14528;2026/08/10;Acme sas ;BGA;Software;94;184.55;0.07
TXN-14529;2024/05/23;Eco Group;Cali;Mobiliario;79;1357.28;0.02
TXN-14530;2025/09/29;Neo Systems;Cali;Servicios;92;16.35;0.21
TXN-14531;2026/09/26;Eco Group;Cali;Oficina;50;592.69;0.08
TXN-14532;2025/02/19;Eco Group;Cali;Servicios;39;945.34;0.06
TXN-14533;2024/02/05;Tech Corp;Cali;Oficina;78;104.38;0.06
TXN-14534;2026/03/22;Bio Health;Medellín;Mobiliario;91;1383.91;0.02
TXN-14535;2026/07/06;Global Trade;Cali;Software;42;175.35;0.16
TXN-14536;2025/07/21;Edu Corp;Cali;Servicios;82;647.53;0.15
TXN-14537;2026/07/15;Eco Group;Bucaramanga;Servicios;44;625.04;0.07
TXN-14538;2025/04/21;Neo Systems;Barranquilla;Electrónica;10;945.85;0.18
TXN-14539;2024/11/24;Bio Health;Medellín;Software;10;194.0;0.07
TXN-14540;2025/06/24;Eco Group;Bucaramanga;Software;35;413.75;0.11
TXN-14541;2024/04/15;Edu Corp;Medellín;Mobiliario;24;983.12;0.23
TXN-14542;2024/05/01;Neo Systems;Bucaramanga;Servicios;9;123.33;0.23
TXN-14543;2024/03/17;Global Trade;Barranquilla;Servicios;36;1040.51;0.08
TXN-14544;2025/10/09;Tech Corp;Cali;Electrónica;8;1172.74;0.21
TXN-14545;2026/08/30;Neo Systems;Medellín;Oficina;47;1356.8;0.02
TXN-14546;2026/01/21;Global Trade;Bogotá;Electrónica;1;270,59;0.04
TXN-14547;2025/06/26;Neo Systems;Bucaramanga;Mobiliario;30;1076.26;0.05
TXN-14548;2026/07/13;Tech Corp;Bucaramanga;Mobiliario;18;516.34;0.17
TXN-14549;2024/04/13;Global Trade;Bogotá; Servicios ;-52;776,98;0.08
TXN-14550;2026/06/21;Eco Group;Medellín;Electrónica;9;1078.14;0.28
TXN-14551;2024/10/26;Neo Systems;Barranquilla;Servicios;92;412.42;0.05
TXN-14552;2025/01/17;Acme SAS;Cali;Oficina;9;1173.19;0.13
TXN-14553;2026/11/06;Tech Corp;Cali;Mobiliario;59;1428.04;0.29
TXN-14554;04-10-2024;Acme sas ;Barranquilla;Software;-45;1105.21;0.16
TXN-14555;2025/12/29;Neo Systems;Cali;Oficina;68;1455.13;0.1
TXN-14556;2025/03/15;Global Trade;Bogotá;Servicios;57;969.95;0.24
TXN-14557;2026/12/14;Eco Group;Bucaramanga;Servicios;53;48.71;0.24
TXN-14558;06-02-2025;N3o Systems;medeLLin;Oficin ;8;217.36;N/A
TXN-14559;2026/01/08;Eco Group;cali;Software;91;1150.12;0.22
TXN-14560;2026/11/02;Edu Corp;Barranquilla;Oficina;52;29.31;0.15
TXN-14561;2026/08/03;Bio Health;Bogotá;Mobiliario;4;1091.67;0.12
TXN-14562;2024/05/13;Bio Health;Medellín;Software;23;1030.1;0.09
TXN-14563;2024/05/06;Tech Corp;Medellín;Software;90;652.28;0.08
TXN-14564;2025/01/10;Acme SAS;Cali;Oficina;5;1316.26;0.11
TXN-14565;2024/04/23;Edu Corp;Bucaramanga;Servicios;82;542.96;0.23
TXN-14566;2025/01/04;Acme SAS;Barranquilla;Electrónica;80;314.68;0.06
TXN-14567;2026/12/05;Neo Systems;Cali;Oficina;64;78.95;0.24
TXN-14568;2024/02/22;Neo Systems;Medellín;Software;76;1012.19;0.27
TXN-14569;2025/05/22;Eco Group;Barranquilla;Mobiliario;12;1476.77;0.04
TXN-14570;2026/12/28;Bio Health;Medellín;Mobiliario;39;633.67;0.22
TXN-14571;2024/04/06;Global Trade;Bucaramanga;Mobiliario;28;996.53;0.1
TXN-14572;2025/08/27;Tech Corp;Bogotá;Oficina;65;182.98;0.17
TXN-14573;2024/12/13;Edu Corp;Medellín;Software;66;697.74;0.09
TXN-14574;2024/11/18;Edu Corp;Bucaramanga;Software;99;551.81;0.27
tx_ 14575;;N3o Systems;Cali;Mobiliario;20;1483.53;0.17
TXN-14576;2026/07/15;Edu Corp;Cali;Software;66;773.55;0.04
TXN-14577;2024/04/13; Global trade;Medellin;Sftware;-35;1018.92;0.28
TXN-14578;2025/06/18;Neo Systems;Cali;Oficina;79;432.71;0.16
TXN-14579;2026/10/05;Global Trade;Cali;Software;100;1016.35;0.06
TXN-14580;2025/10/17;Bio Health;Bucaramanga;Servicios;71;835.03;0.07
TXN-14581;2025/11/04;Bio Health;Barranquilla;Servicios;65;478.95;0.07
TXN-14582;2026/06/12;Tech Corp;Cali;Mobiliario;75;540.23;0.28
TXN-14583;2024/02/24;Eco Group;Cali;Software;31;837.27;0.14
TXN-14584;2024/01/05;Eco Group;Barranquilla;Oficina;95;484.53;0.1
TXN-14585;2025/07/06;Eco Group;Bogotá;Software;5;1248.64;0.01
TXN-14586;2024/02/01;Global Trade;Medellín;Servicios;93;963.24;0.03
TXN-14587;2024/09/08;Acme SAS;Barranquilla;Mobiliario;94;547.47;0.28
TXN-14588;2024/07/21;Neo Systems;Medellín;Software;72;366.84;0.1
TXN-14589;2026/05/25;Global Trade;Cali;Servicios;9;248.77;0.04
TXN-14590;2026/07/25;Eco Group;Barranquilla;Servicios;67;339.4;0.23
TXN-14591;2024/04/02;Edu Corp;Bogotá;Electrónica;63;619.79;0.21
TXN-14592;2026/08/12;Bio Health;Barranquilla;Software;72;77.84;0.02
TXN-14593;2025/03/31;Tech Corp;Medellín;Software;75;998.04;0.27
TXN-14594;2026/12/15;Eco Group;Barranquilla;Oficina;39;330.77;0.23
TXN-14595;2024/01/12;Bio Health;Bogotá;Oficina;13;944.62;0.1
TXN-14596;2026/08/25;Neo Systems;Cali;Servicios;49;807.13;0.23
TXN-14597;2024/04/13;Neo Systems;Bogotá;Software;38;1063.62;0.23
TXN-14598;2026/07/15;Acme SAS;Medellin;Software;68;1046.71;0.2
TXN-14599;2024/08/03;Tech Corp;Bogotá;Software;89;802.73;0.27
TXN-14600;2025/10/24;Neo Systems;Medellín;Oficina;62;1452.41;0.03
TXN-14601;2026/04/02;Tech Corp;Bogotá;Software;66;1115.25;0.29
TXN-14602;2024/08/28;Acme SAS;Bogotá;Mobiliario;100;1310.23;0.2
TXN-14603;2024/07/08;Global Trade;Bogotá;Servicios;18;994.35;0.14
TXN-14604;2024/07/20;Bio Health;Bogotá;Servicios;43;1001.83;0.11
TXN-14605;2024/11/18;Acme SAS;Cali;Servicios;98;725.14;0.08
TXN-14606;2026/10/27;Tech Corp;Cali;Software;84;1415.97;0.02
TXN-14607;2026/08/08;Tech Corp;Bucaramanga;Electrónica;13;1318.45;0.26
TXN-14608;2025/02/25;Acme sas ;BGA;Mobiliario;6;354.9;0.16
TXN-14609;2025/01/26;Tech Corp;Barranquilla;Electrónica;80;633.1;0.18
TXN-14610;2026/03/30;Edu Corp;Bucaramanga;Software;45;175.07;0.06
TXN-14611;2024/10/09;Global Trade;Bucaramanga;Oficina;60;59.42;0.17
TXN-14612;2024/01/23;Neo Systems;Cali;Oficina;71;481.32;0.08
TXN-14613;2024/08/06;Acme SAS;Cali;Oficina;76;1217.18;0.21
TXN-14614;2025/02/27;Bio Health;Bucaramanga;Servicios;40;1302.56;0.01
TXN-14615;2025/11/12;Global Trade;Medellín;Oficina;31;113.69;0.06
TXN-14616;2025/06/21;Neo Systems;Bucaramanga;Oficina;49;1278.64;0.19
TXN-14617;2024/09/05;Neo Systems;Bogotá;Software;72;1273.68;0.0
TXN-14618;2025/05/29;Neo Systems;Bucaramanga;Mobiliario;14;949.18;0.08
TXN-14619;2026/07/26;Tech Corp;Bucaramanga;Servicios;70;113.14;0.12
TXN-14620;2026/12/16;Acme SAS;Barranquilla;Electrónica;65;485.52;0.07
TXN-14621;2025/01/11;Edu Corp;Medellín;Mobiliario;13;440.05;0.24
TXN-14622;2025/09/09;Tech Corp;Cali;Servicios;69;560.66;0.03
TXN-14623;2026/06/10;Global Trade;Bogotá;Software;47;425.47;0.06
TXN-14624;2024/12/13;Tech Corp;Barranquilla;Oficina;82;197.74;0.28
TXN-14625;2025/09/08;Edu Corp;Medellín;Mobiliario;2;1157.94;0.05
TXN-14626;2024/09/05;Tech Corp;Barranquilla;Electrónica;81;1398.75;0.04
TXN-14627;2025/09/14;Edu Corp;Medellín;Oficina;38;1493.1;0.07
TXN-14628;2026/09/16;Acme SAS;Medellín;Oficina;43;91.01;0.11
TXN-14629;2026/12/04;Neo Systems;Bogotá;Electrónica;2;1375.19;0.06
TXN-14630;2024/05/21;Eco Group;Cali;Software;46;925.82;0.09
TXN-14631;2024/07/05;Eco Group;Barranquilla;Servicios;53;1364.3;0.28
TXN-14632;2026/12/24;Eco Group;Barranquilla;Oficina;69;1213.57;0.26
TXN-14633;2026/07/10;Acme SAS;Medellín;Servicios;72;1123.92;0.04
TXN-14634;2025/05/17;Global Trade;Medellin;Oficina;21;1160.14;0.08
TXN-14635;2025/04/26;Eco Group;Cali;Software;30;774.75;0.17
tx_ 14636;2026/12/06;Eco Group;Bucaramanga;Servicios;55;981.4;0.03
TXN-14637;2025/10/09;Acme SAS;Medellín;Servicios;82;1441.39;0.15
TXN-14638;21-08-2026;Acme SAS;Bogotá; Servicios ;59;46.89;0.01
TXN-14639;2025/06/20;Neo Systems;Barranquilla;Mobiliario;52;1112.95;0.25
TXN-14640;2025/07/02;Eco Group;Barranquilla;Mobiliario;85;1268.4;0.29
TXN-14641;2026/03/25;Bio-Health;Bogota ;Oficina;20;1240.3;0.25
TXN-14642;2026/08/30;Neo Systems;Bogotá;Oficina;65;13.59;0.07
tx_ 14643;2025/04/08;Edu Corp;Medellin;Mobiliario;23;1149.92;0.03
TXN-14644;2026/03/06;Acme SAS;Barranquilla;Servicios;31;1373.82;0.27
TXN-14645;2024/02/17;Eco Group;Barranquilla;Software;21;612.14;0.11
TXN-14646;2025/10/12;Edu Corp;Bogotá;Servicios;21;253.48;0.03
TXN-14647;2026/09/25;Bio Health;Cali;Oficina;9;1083.98;0.21
TXN-14648;2024/11/27;Neo Systems;Cali;Electrónica;98;1238.8;0.28
TXN-14649;2025/09/17;Acme SAS;Cali;Servicios;11;1379.06;0.27
TXN-14650;2026/11/24;Acme SAS;Barranquilla;Software;79;90.69;0.21
TXN-14651;2024/04/27;Acme SAS;Bogotá;Oficina;83;692.37;0.2
TXN-14652;2025/01/29;Eco Group;Bogotá;Mobiliario;37;579.98;0.19
TXN-14653;2026/03/14;Tech Corp;Bucaramanga;Mobiliario;20;1336.23;0.23
TXN-14654;2026/12/22;Eco Group;Bucaramanga;Mobiliario;44;795.49;0.21
TXN-14655;2025/05/27;Bio Health;Bucaramanga;Mobiliario;56;1089.52;0.21
